State_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,2005,Rabi,Wheat,72763.98,351414.38
Tamil Nadu,2005,Rabi,Mustard,76820.94,396799.6
Tamil Nadu,2005,Rabi,Gram,22041.58,86601.78
Tamil Nadu,2005,Rabi,Barley,3034.84,11129.93
Tamil Nadu,2005,Rabi,Lentil,18932.84,
Tamil Nadu,2005,Rabi,Peas,34631.16,136748.01
Tamil Nadu,2005,Rabi,Sunflower,56316.73,
Tamil Nadu,2005,Rabi,Safflower,76336.7,
Tamil Nadu,2005,Rabi,Linseed,74741.77,383729.69
Tamil Nadu,2005,Rabi,Oats,59232.85,307224.14
Tamil Nadu,2005,Whole Year,Banana,75677.56,333833.67
Tamil Nadu,2005,Whole Year,Coconut,74661.27,286841.54
Tamil Nadu,2005,Whole Year,Potato,63456.57,309615.6
Tamil Nadu,2005,Whole Year,Onion,5613.38,21693.87
Tamil Nadu,2005,Whole Year,Tomato,43181.02,228239.55
Odisha,2005,Kharif,Rice,7895.91,11976.54
Odisha,2005,Kharif,Maize,72006.52,135054.13
Odisha,2005,Kharif,Soyabean,31023.94,51998.5
Odisha,2005,Kharif,Cotton,74270.77,104572.42
Odisha,2005,Kharif,Sugarcane,2001.03,1840.83
Odisha,2005,Kharif,Groundnut,27111.46,46076.56
Odisha,2005,Kharif,Bajra,39655.49,75098.08
Odisha,2005,Kharif,Jowar,16350.78,17367.25
Odisha,2005,Kharif,Arhar/Tur,20258.59,24879.28
Odisha,2005,Kharif,Moong,19754.57,20900.31
Odisha,2005,Rabi,Wheat,36573.42,53437.32
Odisha,2005,Rabi,Mustard,64952.29,53192.42
Odisha,2005,Rabi,Gram,12108.34,13360.03
Odisha,2005,Rabi,Barley,53264.51,69910.17
Odisha,2005,Rabi,Lentil,23577.55,30918.61
Odisha,2005,Rabi,Peas,33728.58,68032.74
Odisha,2005,Rabi,Sunflower,67782.28,116315.17
Odisha,2005,Rabi,Safflower,32626.73,34857.23
Odisha,2005,Rabi,Linseed,43296.95,69739.85
Odisha,2005,Rabi,Oats,70119.5,134484.84
Odisha,2005,Whole Year,Banana,21577.3,32164.97
Odisha,2005,Whole Year,Coconut,59968.76,55104.16
Odisha,2005,Whole Year,Potato,13596.35,15828.58
Odisha,2005,Whole Year,Onion,56811.76,71306.58
Odisha,2005,Whole Year,Tomato,64498.91,82611.34
Telangana,2005,Kharif,Rice,17168.04,37243.45
Telangana,2005,Kharif,Maize,14995.65,33931.47
Telangana,2005,Kharif,Soyabean,27348.01,59033.31
Telangana,2005,Kharif,Cotton,35575.49,70375.65
Telangana,2005,Kharif,Sugarcane,50797.82,106160.8
Telangana,2005,Kharif,Groundnut,54083.11,111225.38
Telangana,2005,Kharif,Bajra,5134.63,11785.11
Telangana,2005,Kharif,Jowar,52270.22,101444.92
Telangana,2005,Kharif,Arhar/Tur,70175.47,111201.41
Telangana,2005,Kharif,Moong,66921.15,122427.43
Telangana,2005,Rabi,Wheat,41846.57,86007.04
Telangana,2005,Rabi,Mustard,23145.79,44337.89
Telangana,2005,Rabi,Gram,63412.54,130405.35
Telangana,2005,Rabi,Barley,4480.13,8666.07
Telangana,2005,Rabi,Lentil,55777.86,110900.44
Telangana,2005,Rabi,Peas,1443.77,2620.38
Telangana,2005,Rabi,Sunflower,43022.38,98520.42
Telangana,2005,Rabi,Safflower,37240.17,78278.32
Telangana,2005,Rabi,Linseed,19214.88,
Telangana,2005,Rabi,Oats,1235.58,
Telangana,2005,Whole Year,Banana,55110.73,99453.79
Telangana,2005,Whole Year,Coconut,13787.18,24111.67
Telangana,2005,Whole Year,Potato,16306.87,28943.69
Telangana,2005,Whole Year,Onion,60438.05,100795.59
Telangana,2005,Whole Year,Tomato,48055.5,85353.2
Himachal Pradesh,2005,Kharif,Rice,73986.17,137381.03
Himachal Pradesh,2005,Kharif,Maize,75951.83,141728.04
Himachal Pradesh,2005,Kharif,Soyabean,34875.51,73420.18
Himachal Pradesh,2005,Kharif,Cotton,56240.72,91033.68
Himachal Pradesh,2005,Kharif,Sugarcane,58182.68,86634.8
Himachal Pradesh,2005,Kharif,Groundnut,14109.19,21208.33
Himachal Pradesh,2005,Kharif,Bajra,38334.55,65182.14
Himachal Pradesh,2005,Kharif,Jowar,26193.93,44126.3
Himachal Pradesh,2005,Kharif,Arhar/Tur,12136.66,21231.44
Himachal Pradesh,2005,Kharif,Moong,30725.5,63472.36
Himachal Pradesh,2005,Rabi,Wheat,54854.11,88493.76
Himachal Pradesh,2005,Rabi,Mustard,65147.98,144610.43
Himachal Pradesh,2005,Rabi,Gram,41217.51,70582.47
Himachal Pradesh,2005,Rabi,Barley,70777.82,125921.56
Himachal Pradesh,2005,Rabi,Lentil,78319.05,150145.45
Himachal Pradesh,2005,Rabi,Peas,9423.17,16262.63
Himachal Pradesh,2005,Rabi,Sunflower,71990.4,121107.12
Himachal Pradesh,2005,Rabi,Safflower,8428.23,
Himachal Pradesh,2005,Rabi,Linseed,28204.0,47231.19
Himachal Pradesh,2005,Rabi,Oats,39877.75,76628.43
Himachal Pradesh,2005,Whole Year,Banana,41574.81,81045.37
Himachal Pradesh,2005,Whole Year,Coconut,30548.48,49912.79
Himachal Pradesh,2005,Whole Year,Potato,23412.85,38186.0
Himachal Pradesh,2005,Whole Year,Onion,6531.8,12764.88
Himachal Pradesh,2005,Whole Year,Tomato,37820.07,73003.92
Uttarakhand,2005,Kharif,Rice,26125.91,53004.51
Uttarakhand,2005,Kharif,Maize,6442.3,12391.02
Uttarakhand,2005,Kharif,Soyabean,79115.62,148394.15
Uttarakhand,2005,Kharif,Cotton,29369.04,57545.83
Uttarakhand,2005,Kharif,Sugarcane,50922.33,90219.05
Uttarakhand,2005,Kharif,Groundnut,15345.27,25618.2
Uttarakhand,2005,Kharif,Bajra,27063.84,
Uttarakhand,2005,Kharif,Jowar,37884.8,71741.44
Uttarakhand,2005,Kharif,Arhar/Tur,58802.24,113742.11
Uttarakhand,2005,Kharif,Moong,9000.13,16911.88
Uttarakhand,2005,Rabi,Wheat,66705.94,108971.28
Uttarakhand,2005,Rabi,Mustard,30643.29,53940.41
Uttarakhand,2005,Rabi,Gram,39945.99,77588.2
Uttarakhand,2005,Rabi,Barley,5389.71,8218.24
Uttarakhand,2005,Rabi,Lentil,57575.99,101492.89
Uttarakhand,2005,Rabi,Peas,22303.82,37935.23
Uttarakhand,2005,Rabi,Sunflower,75531.22,139291.75
Uttarakhand,2005,Rabi,Safflower,28771.95,56589.92
Uttarakhand,2005,Rabi,Linseed,59249.87,98736.63
Uttarakhand,2005,Rabi,Oats,40071.65,65375.79
Uttarakhand,2005,Whole Year,Banana,2024.25,
Uttarakhand,2005,Whole Year,Coconut,52469.05,108936.72
Uttarakhand,2005,Whole Year,Potato,16826.77,33837.76
Uttarakhand,2005,Whole Year,Onion,72320.92,126168.4
Uttarakhand,2005,Whole Year,Tomato,55187.94,117753.33
Jharkhand,2005,Kharif,Rice,35651.41,30883.22
Jharkhand,2005,Kharif,Maize,31222.25,38065.19
Jharkhand,2005,Kharif,Soyabean,4282.86,5037.79
Jharkhand,2005,Kharif,Cotton,8905.1,13619.84
Jharkhand,2005,Kharif,Sugarcane,74940.03,
Jharkhand,2005,Kharif,Groundnut,38945.65,52626.38
Jharkhand,2005,Kharif,Bajra,30422.81,51641.55
Jharkhand,2005,Kharif,Jowar,47391.83,47224.68
Jharkhand,2005,Kharif,Arhar/Tur,20318.98,21823.11
Jharkhand,2005,Kharif,Moong,75623.32,80463.42
Jharkhand,2005,Rabi,Wheat,45039.2,
Jharkhand,2005,Rabi,Mustard,24782.82,38172.14
Jharkhand,2005,Rabi,Gram,56645.48,97636.42
Jharkhand,2005,Rabi,Barley,31342.2,30454.93
Jharkhand,2005,Rabi,Lentil,75870.24,67054.59
Jharkhand,2005,Rabi,Peas,40910.78,32637.75
Jharkhand,2005,Rabi,Sunflower,44538.37,57151.18
Jharkhand,2005,Rabi,Safflower,30956.56,61019.49
Jharkhand,2005,Rabi,Linseed,31771.55,56849.31
Jharkhand,2005,Rabi,Oats,18859.86,32118.9
Jharkhand,2005,Whole Year,Banana,62568.25,69052.48
Jharkhand,2005,Whole Year,Coconut,28015.53,25408.63
Jharkhand,2005,Whole Year,Potato,28518.4,39196.61
Jharkhand,2005,Whole Year,Onion,20991.54,22410.18
Jharkhand,2005,Whole Year,Tomato,17599.28,18511.54
Chhattisgarh,2005,Kharif,Rice,61722.08,186565.65
Chhattisgarh,2005,Kharif,Maize,11492.9,40871.79
Chhattisgarh,2005,Kharif,Soyabean,15300.12,36938.17
Chhattisgarh,2005,Kharif,Cotton,37837.51,126270.74
Chhattisgarh,2005,Kharif,Sugarcane,55066.15,132911.52
Chhattisgarh,2005,Kharif,Groundnut,1242.92,3353.86
Chhattisgarh,2005,Kharif,Bajra,21596.89,70798.06
Chhattisgarh,2005,Kharif,Jowar,3364.97,10800.77
Chhattisgarh,2005,Kharif,Arhar/Tur,39602.62,118469.74
Chhattisgarh,2005,Kharif,Moong,19795.84,62565.4
Chhattisgarh,2005,Rabi,Wheat,74058.54,212397.92
Chhattisgarh,2005,Rabi,Mustard,70823.47,194942.81
Chhattisgarh,2005,Rabi,Gram,78889.22,220231.34
Chhattisgarh,2005,Rabi,Barley,14462.3,43831.92
Chhattisgarh,2005,Rabi,Lentil,43233.09,142636.74
Chhattisgarh,2005,Rabi,Peas,29536.91,87087.3
Chhattisgarh,2005,Rabi,Sunflower,43617.54,126817.88
Chhattisgarh,2005,Rabi,Safflower,40419.47,96420.56
Chhattisgarh,2005,Rabi,Linseed,1689.42,4615.92
Chhattisgarh,2005,Rabi,Oats,74097.26,222836.79
Chhattisgarh,2005,Whole Year,Banana,62898.2,155413.89
Chhattisgarh,2005,Whole Year,Coconut,45010.71,150275.26
Chhattisgarh,2005,Whole Year,Potato,78917.38,215610.3
Chhattisgarh,2005,Whole Year,Onion,20522.34,71128.44
Chhattisgarh,2005,Whole Year,Tomato,47884.4,134952.53
Kerala,2005,Kharif,Rice,51091.63,149398.57
Kerala,2005,Kharif,Maize,39771.98,113002.07
Kerala,2005,Kharif,Soyabean,61805.32,167030.77
Kerala,2005,Kharif,Cotton,13424.08,
Kerala,2005,Kharif,Sugarcane,71256.5,180700.83
Kerala,2005,Kharif,Groundnut,68789.42,198699.27
Kerala,2005,Kharif,Bajra,9674.29,26407.18
Kerala,2005,Kharif,Jowar,47492.08,128471.51
Kerala,2005,Kharif,Arhar/Tur,4930.97,14193.92
Kerala,2005,Kharif,Moong,6742.91,17419.13
Kerala,2005,Rabi,Wheat,67998.24,195250.94
Kerala,2005,Rabi,Mustard,55591.26,122483.83
Kerala,2005,Rabi,Gram,72908.43,165337.59
Kerala,2005,Rabi,Barley,21437.41,52401.75
Kerala,2005,Rabi,Lentil,5124.34,13508.89
Kerala,2005,Rabi,Peas,34118.68,88884.73
Kerala,2005,Rabi,Sunflower,4864.94,14488.42
Kerala,2005,Rabi,Safflower,15131.26,38912.7
Kerala,2005,Rabi,Linseed,65043.01,190336.36
Kerala,2005,Rabi,Oats,57561.96,
Kerala,2005,Whole Year,Banana,2337.3,5487.99
Kerala,2005,Whole Year,Coconut,73429.24,
Kerala,2005,Whole Year,Potato,13896.91,30268.08
Kerala,2005,Whole Year,Onion,8207.69,22020.81
Kerala,2005,Whole Year,Tomato,10240.27,22251.25
Assam,2005,Kharif,Rice,22587.72,55368.42
Assam,2005,Kharif,Maize,42786.9,80250.77
Assam,2005,Kharif,Soyabean,66900.73,172091.05
Assam,2005,Kharif,Cotton,18582.14,32828.24
Assam,2005,Kharif,Sugarcane,38087.07,93174.59
Assam,2005,Kharif,Groundnut,75117.55,126889.82
Assam,2005,Kharif,Bajra,23503.52,45445.45
Assam,2005,Kharif,Jowar,41159.19,87567.37
Assam,2005,Kharif,Arhar/Tur,31276.88,58372.55
Assam,2005,Kharif,Moong,59473.61,143044.52
Assam,2005,Rabi,Wheat,47252.86,103953.49
Assam,2005,Rabi,Mustard,39597.36,91013.17
Assam,2005,Rabi,Gram,60095.25,105656.29
Assam,2005,Rabi,Barley,76580.85,142041.2
Assam,2005,Rabi,Lentil,39084.92,101197.37
Assam,2005,Rabi,Peas,28635.5,61402.24
Assam,2005,Rabi,Sunflower,69696.84,147880.1
Assam,2005,Rabi,Safflower,3156.73,7394.11
Assam,2005,Rabi,Linseed,37953.27,83115.36
Assam,2005,Rabi,Oats,71851.95,172474.86
Assam,2005,Whole Year,Banana,30204.45,57985.78
Assam,2005,Whole Year,Coconut,38391.62,83453.11
Assam,2005,Whole Year,Potato,61154.44,153445.1
Assam,2005,Whole Year,Onion,74260.9,
Assam,2005,Whole Year,Tomato,1053.13,1930.9
Uttar Pradesh,2006,Kharif,Rice,14574.94,
Uttar Pradesh,2006,Kharif,Maize,59018.53,139381.25
Uttar Pradesh,2006,Kharif,Soyabean,52485.14,121156.74
Uttar Pradesh,2006,Kharif,Cotton,70287.69,197614.09
Uttar Pradesh,2006,Kharif,Sugarcane,71545.07,165431.23
Uttar Pradesh,2006,Kharif,Groundnut,73795.47,151566.62
Uttar Pradesh,2006,Kharif,Bajra,61245.39,
Uttar Pradesh,2006,Kharif,Jowar,60693.47,179867.3
Uttar Pradesh,2006,Kharif,Arhar/Tur,72349.5,172330.63
Uttar Pradesh,2006,Kharif,Moong,36086.1,95671.78
Uttar Pradesh,2006,Rabi,Wheat,21023.57,44845.01
Uttar Pradesh,2006,Rabi,Mustard,12276.65,32419.67
Uttar Pradesh,2006,Rabi,Gram,40534.36,120049.45
Uttar Pradesh,2006,Rabi,Barley,51029.68,128287.45
Uttar Pradesh,2006,Rabi,Lentil,16611.23,36238.22
Uttar Pradesh,2006,Rabi,Peas,47280.47,120792.28
Uttar Pradesh,2006,Rabi,Sunflower,3049.05,8009.63
Uttar Pradesh,2006,Rabi,Safflower,60705.0,128197.1
Uttar Pradesh,2006,Rabi,Linseed,30073.58,86189.86
Uttar Pradesh,2006,Rabi,Oats,47334.94,116582.09
Uttar Pradesh,2006,Whole Year,Banana,77781.63,215043.53
Uttar Pradesh,2006,Whole Year,Coconut,56391.02,119921.26
Uttar Pradesh,2006,Whole Year,Potato,25909.64,
Uttar Pradesh,2006,Whole Year,Onion,56501.68,126168.56
Uttar Pradesh,2006,Whole Year,Tomato,8651.5,20018.59
Maharashtra,2006,Kharif,Rice,2130.62,9214.19
Maharashtra,2006,Kharif,Maize,6300.98,29920.75
Maharashtra,2006,Kharif,Soyabean,48258.81,242520.36
Maharashtra,2006,Kharif,Cotton,50103.67,
Maharashtra,2006,Kharif,Sugarcane,9978.67,45824.3
Maharashtra,2006,Kharif,Groundnut,3032.61,14139.16
Maharashtra,2006,Kharif,Bajra,50181.34,249322.55
Maharashtra,2006,Kharif,Jowar,68707.18,310708.32
Maharashtra,2006,Kharif,Arhar/Tur,22777.2,90605.63
Maharashtra,2006,Kharif,Moong,18714.77,80633.46
Maharashtra,2006,Rabi,Wheat,44505.71,198735.5
Maharashtra,2006,Rabi,Mustard,73280.41,277542.42
Maharashtra,2006,Rabi,Gram,40102.98,172378.87
Maharashtra,2006,Rabi,Barley,41294.75,154835.39
Maharashtra,2006,Rabi,Lentil,61130.88,265944.54
Maharashtra,2006,Rabi,Peas,54505.67,229064.91
Maharashtra,2006,Rabi,Sunflower,51383.88,238060.12
Maharashtra,2006,Rabi,Safflower,14059.55,55743.25
Maharashtra,2006,Rabi,Linseed,1976.37,9048.89
Maharashtra,2006,Rabi,Oats,57536.04,253143.85
Maharashtra,2006,Whole Year,Banana,41940.79,157634.94
Maharashtra,2006,Whole Year,Coconut,13190.58,55161.83
Maharashtra,2006,Whole Year,Potato,2762.36,13631.15
Maharashtra,2006,Whole Year,Onion,9933.13,47568.66
Maharashtra,2006,Whole Year,Tomato,49990.01,206509.82
Punjab,2006,Kharif,Rice,54476.16,316335.36
Punjab,2006,Kharif,Maize,1967.29,9964.67
Punjab,2006,Kharif,Soyabean,15902.25,66230.37
Punjab,2006,Kharif,Cotton,68910.66,342146.24
Punjab,2006,Kharif,Sugarcane,61960.67,286183.97
Punjab,2006,Kharif,Groundnut,43914.86,176329.9
Punjab,2006,Kharif,Bajra,21702.92,119695.15
Punjab,2006,Kharif,Jowar,78741.11,290637.66
Punjab,2006,Kharif,Arhar/Tur,3718.78,
Punjab,2006,Kharif,Moong,47236.91,241308.2
Punjab,2006,Rabi,Wheat,54681.32,293973.7
Punjab,2006,Rabi,Mustard,65935.46,236318.15
Punjab,2006,Rabi,Gram,25156.7,113737.08
Punjab,2006,Rabi,Barley,78351.32,316214.63
Punjab,2006,Rabi,Lentil,50087.51,271467.33
Punjab,2006,Rabi,Peas,33056.72,159149.18
Punjab,2006,Rabi,Sunflower,9165.5,34058.24
Punjab,2006,Rabi,Safflower,49717.9,
Punjab,2006,Rabi,Linseed,25669.41,132875.13
Punjab,2006,Rabi,Oats,69991.25,279819.16
Punjab,2006,Whole Year,Banana,72943.13,374816.53
Punjab,2006,Whole Year,Coconut,21057.45,120951.59
Punjab,2006,Whole Year,Potato,72706.56,340333.11
Punjab,2006,Whole Year,Onion,76298.15,288861.33
Punjab,2006,Whole Year,Tomato,38491.23,162649.59
Haryana,2006,Kharif,Rice,44450.92,
Haryana,2006,Kharif,Maize,16378.4,66090.32
Haryana,2006,Kharif,Soyabean,39562.25,234292.3
Haryana,2006,Kharif,Cotton,7575.75,37012.99
Haryana,2006,Kharif,Sugarcane,20379.51,89807.83
Haryana,2006,Kharif,Groundnut,10560.28,48179.42
Haryana,2006,Kharif,Bajra,72453.71,331518.92
Haryana,2006,Kharif,Jowar,41918.82,200913.66
Haryana,2006,Kharif,Arhar/Tur,8997.23,49315.17
Haryana,2006,Kharif,Moong,63001.52,257506.84
Haryana,2006,Rabi,Wheat,70470.44,439939.53
Haryana,2006,Rabi,Mustard,670.2,3172.84
Haryana,2006,Rabi,Gram,48323.11,235835.67
Haryana,2006,Rabi,Barley,40506.65,207630.56
Haryana,2006,Rabi,Lentil,14682.66,74632.57
Haryana,2006,Rabi,Peas,63192.25,316656.5
Haryana,2006,Rabi,Sunflower,71528.76,264000.24
Haryana,2006,Rabi,Safflower,69531.76,429436.22
Haryana,2006,Rabi,Linseed,51888.94,229705.78
Haryana,2006,Rabi,Oats,40673.9,208330.7
Haryana,2006,Whole Year,Banana,14157.23,55361.01
Haryana,2006,Whole Year,Coconut,77851.7,288332.26
Haryana,2006,Whole Year,Potato,49009.2,201582.18
Haryana,2006,Whole Year,Onion,19366.76,88921.95
Haryana,2006,Whole Year,Tomato,55974.86,204028.78
Madhya Pradesh,2006,Kharif,Rice,15399.2,26522.61
Madhya Pradesh,2006,Kharif,Maize,62585.11,114113.49
Madhya Pradesh,2006,Kharif,Soyabean,8734.34,15350.12
Madhya Pradesh,2006,Kharif,Cotton,51521.14,94754.7
Madhya Pradesh,2006,Kharif,Sugarcane,23328.6,39661.59
Madhya Pradesh,2006,Kharif,Groundnut,55652.43,110129.83
Madhya Pradesh,2006,Kharif,Bajra,21699.17,38785.42
Madhya Pradesh,2006,Kharif,Jowar,38340.54,78944.09
Madhya Pradesh,2006,Kharif,Arhar/Tur,66880.08,136636.59
Madhya Pradesh,2006,Kharif,Moong,20517.18,30570.65
Madhya Pradesh,2006,Rabi,Wheat,40652.1,76900.06
Madhya Pradesh,2006,Rabi,Mustard,13356.17,21668.4
Madhya Pradesh,2006,Rabi,Gram,63980.43,112102.31
Madhya Pradesh,2006,Rabi,Barley,64571.29,102727.84
Madhya Pradesh,2006,Rabi,Lentil,23924.59,35398.39
Madhya Pradesh,2006,Rabi,Peas,20495.29,39204.12
Madhya Pradesh,2006,Rabi,Sunflower,4431.07,7571.04
Madhya Pradesh,2006,Rabi,Safflower,50395.78,
Madhya Pradesh,2006,Rabi,Linseed,19219.98,30036.53
Madhya Pradesh,2006,Rabi,Oats,42526.07,
Madhya Pradesh,2006,Whole Year,Banana,3461.68,5336.35
Madhya Pradesh,2006,Whole Year,Coconut,63805.86,106169.81
Madhya Pradesh,2006,Whole Year,Potato,57186.0,84484.99
Madhya Pradesh,2006,Whole Year,Onion,26494.72,45963.17
Madhya Pradesh,2006,Whole Year,Tomato,49812.17,90704.7
Rajasthan,2006,Kharif,Rice,42968.1,83435.73
Rajasthan,2006,Kharif,Maize,33314.66,62674.07
Rajasthan,2006,Kharif,Soyabean,71422.91,110462.52
Rajasthan,2006,Kharif,Cotton,76272.33,115490.63
Rajasthan,2006,Kharif,Sugarcane,26785.32,40790.68
Rajasthan,2006,Kharif,Groundnut,8812.08,16364.14
Rajasthan,2006,Kharif,Bajra,72477.17,131863.13
Rajasthan,2006,Kharif,Jowar,24071.87,36579.9
Rajasthan,2006,Kharif,Arhar/Tur,46269.68,85393.39
Rajasthan,2006,Kharif,Moong,8833.4,16137.25
Rajasthan,2006,Rabi,Wheat,9869.88,17676.7
Rajasthan,2006,Rabi,Mustard,4203.11,8186.93
Rajasthan,2006,Rabi,Gram,74317.5,134293.92
Rajasthan,2006,Rabi,Barley,24095.62,42720.28
Rajasthan,2006,Rabi,Lentil,78130.38,138939.29
Rajasthan,2006,Rabi,Peas,33082.16,64720.64
Rajasthan,2006,Rabi,Sunflower,42617.11,63291.64
Rajasthan,2006,Rabi,Safflower,64312.73,103800.53
Rajasthan,2006,Rabi,Linseed,33026.93,56228.65
Rajasthan,2006,Rabi,Oats,44045.32,71630.53
Rajasthan,2006,Whole Year,Banana,15899.17,25681.06
Rajasthan,2006,Whole Year,Coconut,32598.65,52515.75
Rajasthan,2006,Whole Year,Potato,59991.34,115087.81
Rajasthan,2006,Whole Year,Onion,11635.13,18622.88
Rajasthan,2006,Whole Year,Tomato,74361.57,131465.06
Gujarat,2006,Kharif,Rice,28932.42,38603.1
Gujarat,2006,Kharif,Maize,77002.18,119681.74
Gujarat,2006,Kharif,Soyabean,17061.99,24184.15
Gujarat,2006,Kharif,Cotton,17980.7,23381.1
Gujarat,2006,Kharif,Sugarcane,35793.62,56315.2
Gujarat,2006,Kharif,Groundnut,45963.64,71178.31
Gujarat,2006,Kharif,Bajra,17549.43,22970.84
Gujarat,2006,Kharif,Jowar,79410.9,126633.39
Gujarat,2006,Kharif,Arhar/Tur,67631.89,93813.65
Gujarat,2006,Kharif,Moong,34853.32,48540.57
Gujarat,2006,Rabi,Wheat,37905.15,49082.18
Gujarat,2006,Rabi,Mustard,47321.02,52894.16
Gujarat,2006,Rabi,Gram,56514.59,74851.42
Gujarat,2006,Rabi,Barley,16765.19,19051.19
Gujarat,2006,Rabi,Lentil,70065.25,94558.79
Gujarat,2006,Rabi,Peas,38336.17,57560.25
Gujarat,2006,Rabi,Sunflower,35436.13,45916.39
Gujarat,2006,Rabi,Safflower,63995.65,85908.54
Gujarat,2006,Rabi,Linseed,76430.34,103962.71
Gujarat,2006,Rabi,Oats,77444.86,111932.46
Gujarat,2006,Whole Year,Banana,15157.27,19347.73
Gujarat,2006,Whole Year,Coconut,8151.6,11942.61
Gujarat,2006,Whole Year,Potato,53143.78,66162.97
Gujarat,2006,Whole Year,Onion,75244.0,
Gujarat,2006,Whole Year,Tomato,23168.09,26432.09
Andhra Pradesh,2006,Kharif,Rice,54462.69,203565.01
Andhra Pradesh,2006,Kharif,Maize,55653.75,213145.47
Andhra Pradesh,2006,Kharif,Soyabean,14574.79,59856.24
Andhra Pradesh,2006,Kharif,Cotton,60645.94,247378.08
Andhra Pradesh,2006,Kharif,Sugarcane,62204.07,237577.96
Andhra Pradesh,2006,Kharif,Groundnut,13649.37,56748.13
Andhra Pradesh,2006,Kharif,Bajra,36397.94,162653.19
Andhra Pradesh,2006,Kharif,Jowar,36360.55,124255.24
Andhra Pradesh,2006,Kharif,Arhar/Tur,44842.3,177087.13
Andhra Pradesh,2006,Kharif,Moong,15020.8,63432.45
Andhra Pradesh,2006,Rabi,Wheat,4305.32,17686.32
Andhra Pradesh,2006,Rabi,Mustard,63725.32,273475.15
Andhra Pradesh,2006,Rabi,Gram,38854.89,161399.37
Andhra Pradesh,2006,Rabi,Barley,34978.91,
Andhra Pradesh,2006,Rabi,Lentil,24426.14,112800.81
Andhra Pradesh,2006,Rabi,Peas,76744.0,337673.78
Andhra Pradesh,2006,Rabi,Sunflower,57933.46,
Andhra Pradesh,2006,Rabi,Safflower,57432.15,234943.05
Andhra Pradesh,2006,Rabi,Linseed,65637.03,221394.24
Andhra Pradesh,2006,Rabi,Oats,32974.75,134486.11
Andhra Pradesh,2006,Whole Year,Banana,28421.75,116011.38
Andhra Pradesh,2006,Whole Year,Coconut,78912.19,269007.65
Andhra Pradesh,2006,Whole Year,Potato,62223.11,267293.32
Andhra Pradesh,2006,Whole Year,Onion,9879.33,45915.66
Andhra Pradesh,2006,Whole Year,Tomato,71233.96,288183.0
Karnataka,2006,Kharif,Rice,39776.41,119715.97
Karnataka,2006,Kharif,Maize,55948.17,161523.44
Karnataka,2006,Kharif,Soyabean,68221.03,206914.39
Karnataka,2006,Kharif,Cotton,29389.7,86818.24
Karnataka,2006,Kharif,Sugarcane,46208.8,169281.9
Karnataka,2006,Kharif,Groundnut,68441.3,231950.02
Karnataka,2006,Kharif,Bajra,10740.64,38501.27
Karnataka,2006,Kharif,Jowar,75057.26,206999.14
Karnataka,2006,Kharif,Arhar/Tur,50255.74,166450.97
Karnataka,2006,Kharif,Moong,56843.92,171246.25
Karnataka,2006,Rabi,Wheat,75988.23,212228.81
Karnataka,2006,Rabi,Mustard,7321.96,24140.6
Karnataka,2006,Rabi,Gram,42245.64,117977.31
Karnataka,2006,Rabi,Barley,47025.02,151346.86
Karnataka,2006,Rabi,Lentil,36253.17,107584.5
Karnataka,2006,Rabi,Peas,30275.62,82366.05
Karnataka,2006,Rabi,Sunflower,41335.39,126896.71
Karnataka,2006,Rabi,Safflower,65628.83,195590.82
Karnataka,2006,Rabi,Linseed,66839.11,208483.33
Karnataka,2006,Rabi,Oats,5760.41,15527.8
Karnataka,2006,Whole Year,Banana,41393.47,143136.05
Karnataka,2006,Whole Year,Coconut,48896.29,150756.37
Karnataka,2006,Whole Year,Potato,67452.2,177842.4
Karnataka,2006,Whole Year,Onion,16595.74,63257.23
Karnataka,2006,Whole Year,Tomato,8957.88,29099.79
West Bengal,2006,Kharif,Rice,57485.42,
West Bengal,2006,Kharif,Maize,60136.95,207492.48
West Bengal,2006,Kharif,Soyabean,46377.66,195635.45
West Bengal,2006,Kharif,Cotton,17106.67,64617.46
West Bengal,2006,Kharif,Sugarcane,72401.81,
West Bengal,2006,Kharif,Groundnut,49974.07,178309.35
West Bengal,2006,Kharif,Bajra,27489.77,93419.84
West Bengal,2006,Kharif,Jowar,18190.42,69116.68
West Bengal,2006,Kharif,Arhar/Tur,18261.3,60696.43
West Bengal,2006,Kharif,Moong,32583.85,123629.48
West Bengal,2006,Rabi,Wheat,25546.95,90725.79
West Bengal,2006,Rabi,Mustard,71370.68,211191.28
West Bengal,2006,Rabi,Gram,52770.79,165827.78
West Bengal,2006,Rabi,Barley,20106.09,78287.32
West Bengal,2006,Rabi,Lentil,75033.32,281814.35
West Bengal,2006,Rabi,Peas,55562.77,217235.1
West Bengal,2006,Rabi,Sunflower,24340.92,
West Bengal,2006,Rabi,Safflower,69669.39,267916.36
West Bengal,2006,Rabi,Linseed,68012.92,256827.25
West Bengal,2006,Rabi,Oats,74173.25,264458.88
West Bengal,2006,Whole Year,Banana,42875.93,137630.92
West Bengal,2006,Whole Year,Coconut,4661.73,19235.27
West Bengal,2006,Whole Year,Potato,54246.45,184084.79
West Bengal,2006,Whole Year,Onion,76840.06,270547.41
West Bengal,2006,Whole Year,Tomato,53798.03,210491.85
Bihar,2006,Kharif,Rice,56371.24,51839.47
Bihar,2006,Kharif,Maize,37096.0,51043.89
